,object id,city,district,sub district key,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition
5056,194359,11,9,9010302,Späthsfelde,2019,5,14,5,3,5,3,0,0,1,0,1,0,0,1
5057,194360,11,4,4030828,Savignyplatz,2019,5,13,5,3,1,5,0,1,1,0,0,0,0,1
5058,194361,11,2,2040503,Richard-Sorge-Viertel,2019,5,17,5,3,2,6,0,1,1,0,0,0,0,0
5059,194362,11,7,7010101,Wittenbergplatz/Viktoria-Luise-Platz,2019,5,14,5,3,5,2,0,1,1,0,0,0,0,0
5060,194363,11,11,11040926,Weitlingstraße,2019,5,17,5,3,5,2,0,1,1,0,0,0,0,0
5061,194364,11,3,3020209,Niederschönhausen,2019,5,16,5,3,5,3,0,1,1,0,0,0,0,0
5062,194365,11,2,2040701,Andreasviertel,2019,5,16,5,3,0,3,0,1,1,0,0,0,0,0
5063,194366,11,12,12103218,Teichstraße,2019,5,16,5,3,2,6,0,0,1,0,0,1,0,0
5064,194367,11,9,9031202,Schmöckwitz/Rauchfangswerder,2019,5,5,5,2,4,6,1,0,0,0,0,0,1,1
5065,194368,11,9,9041501,Altstadt Kietz,2019,5,9,5,2,6,3,0,0,1,1,0,0,0,0
5066,194369,11,4,4051652,Nikolsburger Platz,2019,5,8,5,3,3,6,0,1,1,0,0,0,0,0
5067,194370,11,1,1011302,Oranienburger Straße,2019,5,9,5,3,5,3,0,1,0,0,0,0,1,0
5068,194371,11,8,8010404,Rixdorf,2019,5,7,5,3,2,3,0,1,0,0,0,0,0,0
5069,194372,11,2,2020201,Gleisdreieck/Entwicklungsgebiet,2019,5,7,5,3,5,2,0,1,1,0,0,0,0,1
5070,194373,11,10,10020622,Kaulsdorf Nord I,2019,5,7,5,3,5,3,0,1,1,0,0,0,0,0
5071,194374,11,2,2050601,Hausburgviertel,2019,5,7,5,3,5,2,0,1,0,0,0,0,1,1
5072,194375,11,12,12214422,Klixstraße,2019,5,7,5,3,5,2,0,1,0,0,0,0,1,0
5073,194376,11,10,10030724,Oberfeldstraße,2019,5,14,5,3,5,2,0,0,0,0,1,0,1,1
5074,194377,11,12,12103115,Breitkopfbecken,2019,5,13,5,3,5,3,0,1,1,0,0,0,0,1
5075,194378,11,2,2050601,Hausburgviertel,2019,5,13,5,2,4,6,0,0,1,0,0,1,0,1
5076,194379,11,5,5020523,Maulbeerallee,2019,5,13,5,2,5,2,0,0,1,0,0,0,0,0
5077,194380,11,9,9052001,Köpenick Nord,2019,5,12,5,3,5,2,0,1,0,0,0,0,0,0
5078,194381,11,1,1011105,Nördlicher Landwehrkanal,2019,5,11,5,2,5,3,0,0,1,0,0,0,0,0
5079,194382,11,4,4041137,Flinsberger Platz,2019,5,10,5,3,5,2,0,0,1,0,0,0,0,0
5080,194383,11,4,4020208,Kranzallee,2019,5,10,5,3,6,2,0,0,1,1,0,0,0,0
5081,194384,11,10,10020414,Helle Mitte,2019,5,6,4,3,5,2,0,1,1,0,0,0,0,0
5082,194385,11,11,11041128,Sewanstraße,2019,5,10,4,3,3,6,0,0,0,0,1,0,1,0
5083,194386,11,3,3071537,Kollwitzplatz,2019,5,13,4,3,5,2,0,1,1,0,0,0,0,0
5084,194387,11,5,5040934,Alt-Gatow,2019,5,10,4,3,2,6,0,0,1,0,0,0,0,0
5085,194388,11,7,7030303,Grazer Platz,2019,5,20,4,3,6,4,0,0,1,1,0,0,0,0
5086,194389,11,5,5040936,Jägerallee,2019,5,18,4,3,5,3,0,0,1,0,0,0,0,0
5087,194390,11,2,2050802,Boxhagener Platz,2019,5,8,4,3,0,6,0,1,1,0,0,0,0,0
5088,194391,11,11,11041022,Rosenfelder Ring,2019,5,7,4,2,6,4,0,0,0,1,0,0,1,0
5089,194392,11,5,5010101,Hakenfelde Nord,2019,5,21,4,3,5,3,2,1,1,0,0,0,0,0
5090,194393,11,3,3061228,Erich-Weinert-Straße,2019,5,20,4,2,5,2,1,1,1,0,0,0,0,0
5091,194394,11,10,10040933,Mahlsdorf Süd,2019,5,16,4,3,5,3,0,1,1,0,0,0,0,0
5092,194395,11,7,7030303,Grazer Platz,2019,5,16,4,3,5,2,0,0,1,0,1,0,0,0
5093,194396,11,8,8041036,Zittauer Straße,2019,5,15,4,3,5,3,0,1,1,0,0,0,0,0
5094,194397,11,1,1011303,Alexanderplatzviertel,2019,5,15,4,3,2,2,0,1,1,0,0,0,0,0
5095,194398,11,1,1022206,Lüneburger Straße,2019,5,17,4,3,2,6,0,0,1,0,0,0,0,0
5096,194399,11,4,4020310,Park Ruhwald,2019,5,17,4,3,5,3,0,0,1,0,0,0,0,0
5097,194400,11,1,1011303,Alexanderplatzviertel,2019,5,16,4,3,2,6,0,0,1,0,1,0,0,0
5098,194401,11,4,4030930,George-Grosz-Platz,2019,5,16,4,3,2,6,0,0,1,0,0,0,0,0
5099,194402,11,6,6040805,Fischerhüttenstraße,2019,5,16,4,3,0,1,0,1,0,0,0,0,0,0
5100,194403,11,7,7030303,Grazer Platz,2019,5,15,4,3,2,6,0,0,1,0,0,0,0,0
5101,194404,11,7,7040403,Manteuffelstraße,2019,5,14,4,3,3,6,0,0,1,0,1,0,0,0
5102,194405,11,5,5010101,Hakenfelde Nord,2019,5,7,4,2,5,3,0,1,1,0,0,0,0,0
5103,194406,11,2,2010101,Askanischer Platz,2019,5,13,4,3,0,2,0,1,0,0,0,0,1,0
5104,194407,11,2,2050801,Traveplatz,2019,5,15,4,2,0,1,0,0,0,0,1,0,0,0
5105,194408,11,4,4010101,Jungfernheide,2019,5,14,4,3,2,6,0,0,1,0,0,0,0,0
5106,194409,11,1,1044101,Rehberge,2019,5,13,4,2,5,2,0,0,1,0,1,0,0,0
5107,194410,11,9,9041301,Kietzer Feld/Nachtheide,2019,5,13,4,3,2,6,0,0,1,0,0,0,0,0
5108,194411,11,6,6030503,Zehlendorf Mitte,2019,5,12,4,3,6,7,0,0,1,1,0,0,0,0
5109,194412,11,8,8041037,Alt-Rudow,2019,5,12,4,3,6,7,0,0,1,1,0,0,0,0
5110,194413,11,1,1011303,Alexanderplatzviertel,2019,5,11,4,3,2,6,0,0,1,0,0,0,0,0
5111,194414,11,8,8010213,Körnerpark,2019,5,11,4,3,5,2,0,1,1,0,0,0,0,0
5112,194415,11,1,1011204,Leipziger Straße,2019,5,9,4,3,5,2,0,0,1,0,1,0,0,0
5113,194416,11,1,1033202,Humboldthain Süd,2019,5,9,4,3,5,3,0,1,1,0,0,0,0,0
5114,194417,11,2,2030402,Wrangelkiez,2019,5,9,4,3,5,2,0,0,1,0,1,0,0,0
5115,194418,11,8,8010509,Schulenburgpark,2019,5,9,4,3,0,1,0,0,0,0,1,0,0,0
5116,194419,11,4,4041134,Bismarckallee,2019,5,9,4,2,2,6,0,0,1,0,0,0,0,0
5117,194420,11,5,5020417,Staakener Straße,2019,5,9,4,3,5,3,0,0,1,0,0,0,0,0
5118,194421,11,9,9020701,Adlershof West,2019,5,9,4,3,5,3,0,0,1,0,0,0,0,0
5119,194422,11,3,3040818,Pankow Süd,2019,5,8,4,3,2,2,0,0,1,0,0,0,0,0
5120,194423,11,2,2040701,Andreasviertel,2019,5,8,4,3,5,2,0,1,1,0,0,0,0,0
5121,194424,11,11,11020513,Orankesee,2019,5,8,4,3,0,2,0,0,0,0,0,1,1,0
5122,194425,11,4,4030828,Savignyplatz,2019,5,7,4,3,0,5,0,1,1,0,0,0,0,0
5123,194426,11,1,1022202,Heidestraße,2019,5,6,4,3,5,2,0,0,1,0,1,0,0,0
5124,194427,11,4,4020311,Reichsstraße,2019,5,8,3,3,0,6,0,0,1,0,0,0,0,0
5125,194428,11,1,1011101,Stülerstraße,2019,5,19,3,3,0,3,0,0,1,0,1,0,0,0
5126,194429,11,1,1011103,Lützowstraße,2019,5,19,3,3,5,3,0,1,1,0,0,0,0,0
5127,194430,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,5,19,3,3,1,5,0,1,1,0,0,0,0,0
5128,194431,11,2,2030301,Oranienplatz,2019,5,22,3,3,1,5,2,1,1,0,0,0,0,0
5129,194432,11,3,3061429,Greifswalder Straße,2019,5,18,3,3,6,6,0,1,0,1,0,0,0,0
5130,194433,11,12,12302107,Schorfheidestraße,2019,5,18,3,3,5,2,0,0,1,0,1,0,0,0
5131,194434,11,7,7050503,Eisenacher Straße,2019,5,18,3,3,0,1,0,0,1,0,0,0,0,0
5132,194435,11,11,11020514,Große-Leege-Straße,2019,5,13,3,3,2,6,0,0,1,0,0,0,0,0
5133,194436,11,8,8010214,Glasower Straße,2019,5,17,3,3,5,2,0,0,1,0,1,0,0,0
5134,194437,11,9,9020702,Adlershof Ost,2019,5,17,3,2,0,1,0,1,1,0,0,0,0,0
5135,194438,11,3,3050924,Behaimstraße,2019,5,17,3,3,4,5,0,0,1,0,0,0,1,0
5136,194439,11,5,5010314,Carl-Schurz-Straße,2019,5,16,3,3,2,6,0,0,1,0,0,0,0,0
5137,194440,11,3,3061228,Erich-Weinert-Straße,2019,5,16,3,3,5,2,0,1,1,0,0,0,0,0
5138,194441,11,5,5010314,Carl-Schurz-Straße,2019,5,15,3,3,2,6,0,0,1,0,1,0,0,0
5139,194442,11,4,4030622,Richard-Wagner-Straße,2019,5,16,3,2,6,7,0,0,1,1,0,0,0,0
5140,194443,11,2,2050801,Traveplatz,2019,5,15,3,2,3,6,0,1,1,0,0,0,0,0
5141,194444,11,2,2020203,Viktoriapark,2019,5,15,3,3,2,6,0,0,1,0,0,0,0,0
5142,194445,11,2,2050802,Boxhagener Platz,2019,5,12,3,3,1,5,0,1,1,0,0,0,0,0
5143,194446,11,4,4030518,Tegeler Weg,2019,5,11,3,3,4,6,0,0,1,0,0,1,0,0
5144,194447,11,1,1011401,Invalidenstraße,2019,5,10,3,3,3,6,0,1,1,0,0,0,0,0
5145,194448,11,4,4030929,Hindemithplatz,2019,5,9,3,3,5,3,0,1,1,0,0,0,0,0
5146,194449,11,4,4030519,Kaiserin-Augusta-Allee,2019,5,8,3,3,5,3,0,0,1,0,1,0,0,0
5147,194450,11,12,12302107,Schorfheidestraße,2019,5,8,3,3,2,2,0,0,1,0,0,0,1,0
5148,194451,11,1,1011201,Wilhelmstraße,2019,5,7,3,3,1,5,0,1,1,0,0,0,0,0
5149,194452,11,12,12301205,Waidmannslust,2019,5,7,3,3,5,3,0,1,1,0,0,0,0,0
5150,194453,11,1,1011303,Alexanderplatzviertel,2019,5,7,3,3,3,6,0,0,1,0,0,0,0,0
5151,194454,11,12,12214421,Reinickes Hof,2019,5,5,3,3,2,6,1,0,1,0,1,0,0,1
5152,194455,11,3,3061126,Arnimplatz,2019,5,15,2,2,5,2,0,1,1,0,0,0,0,0
5153,194456,11,6,6020409,Königsberger Straße,2019,5,10,2,3,1,5,0,0,1,0,0,0,0,0
5154,194457,11,1,1011204,Leipziger Straße,2019,5,16,2,3,2,2,0,0,1,0,0,0,1,0
5155,194458,11,1,1022104,Emdener Straße,2019,5,22,2,3,5,3,2,1,1,0,0,0,0,0
5156,194459,11,4,4030621,Spreestadt,2019,5,20,2,2,6,4,2,0,1,1,0,0,0,0
5157,194460,11,1,1011305,Heine-Viertel West,2019,5,19,2,2,5,3,0,1,1,0,0,0,0,0
5158,194461,11,1,1011103,Lützowstraße,2019,5,19,2,3,2,6,2,0,1,0,0,0,0,0
5159,194462,11,2,2020202,Rathaus Yorckstraße,2019,5,18,2,3,0,2,0,1,1,0,0,0,0,0
5160,194463,11,6,6040808,Hüttenweg,2019,5,18,2,3,2,6,0,0,1,0,0,0,0,1
5161,194464,11,7,7040403,Manteuffelstraße,2019,5,17,2,2,2,6,0,0,1,0,1,0,0,0
5162,194465,11,7,7010103,Barbarossaplatz,2019,5,16,2,3,5,3,0,1,1,0,0,0,0,0
5163,194466,11,11,11020412,Hauptstraße,2019,5,17,2,3,5,3,0,0,1,0,0,0,0,0
5164,194467,11,6,6040701,Wannsee,2019,5,16,2,3,1,5,0,1,1,0,0,0,0,0
5165,194468,11,6,6030610,Lichterfelde West,2019,5,16,2,3,2,6,0,0,1,0,0,0,0,0
5166,194469,11,5,5010339,Freiheit,2019,5,17,2,3,1,5,0,0,1,0,0,0,1,0
5167,194470,11,3,3061126,Arnimplatz,2019,5,16,2,3,5,2,0,1,1,0,0,0,0,0
5168,194471,11,4,4030930,George-Grosz-Platz,2019,5,16,2,3,0,3,0,0,1,0,0,0,1,0
5169,194472,11,8,8030831,Gropiusstadt Ost,2019,5,15,2,3,2,6,0,0,1,0,0,0,0,0
5170,194473,11,1,1011203,Unter den Linden Süd,2019,5,15,2,3,1,5,0,1,1,0,0,0,1,0
5171,194474,11,3,3010102,Buch,2019,5,14,2,3,1,5,0,1,1,0,0,0,0,0
5172,194475,11,6,6040809,Thielallee,2019,5,14,2,3,5,2,0,1,1,0,0,0,0,0
5173,194476,11,4,4030623,Ernst-Reuter-Platz,2019,5,13,2,3,0,5,0,0,1,0,0,0,0,0
5174,194477,11,9,9041601,Müggelheim,2019,5,13,2,3,5,3,0,1,1,0,0,0,0,0
5175,194478,11,12,12103115,Breitkopfbecken,2019,5,16,2,3,5,3,0,1,1,0,0,0,0,0
5176,194479,11,7,7040404,Marienhöhe,2019,5,13,2,3,5,3,0,1,1,0,0,0,0,0
5177,194480,11,6,6030608,Schweizer Viertel,2019,5,12,2,3,1,5,0,0,1,0,0,0,0,0
5178,194481,11,7,7050502,Fritz-Werner-Straße,2019,5,11,2,2,3,6,0,1,0,0,0,1,0,0
5179,194482,11,7,7070702,Alt-Lichtenrade/Töpchiner Weg,2019,5,6,2,3,5,3,0,0,1,0,1,0,0,0
5180,194483,11,10,10020517,Adele-Sandrock-Straße,2019,5,7,2,3,6,2,0,0,1,1,0,0,0,0
5181,194484,11,4,4041241,Breite Straße,2019,5,12,2,3,5,2,0,1,1,0,0,0,0,0
5182,194485,11,6,6040810,Dahlem,2019,5,7,2,3,6,4,0,1,0,1,0,0,0,0
5183,194486,11,8,8010509,Schulenburgpark,2019,5,6,2,3,5,3,0,0,1,0,1,0,0,0
5184,194487,11,3,3020209,Niederschönhausen,2019,5,6,2,3,5,3,0,0,1,0,1,0,0,0
5185,194488,11,6,6020304,Kaiser-Wilhelm-Straße,2019,5,7,2,3,5,7,0,1,1,0,0,0,0,0
5186,194489,11,5,5010314,Carl-Schurz-Straße,2019,5,7,2,3,5,2,0,0,1,0,0,0,0,0
5187,194490,11,12,12302110,Dannenwalder Weg,2019,5,7,2,3,6,4,0,0,1,1,0,0,0,0
5188,194491,11,7,7040401,Neu-Tempelhof,2019,5,8,2,2,5,3,0,0,1,0,0,0,0,0
5189,194492,11,6,6030607,Goerzwerke,2019,5,8,2,3,0,3,0,0,1,0,1,0,0,0
5190,194493,11,11,11041022,Rosenfelder Ring,2019,5,8,2,2,6,4,0,0,1,1,0,0,0,0
5191,194494,11,1,1011203,Unter den Linden Süd,2019,5,9,2,3,3,6,0,1,0,0,0,0,0,0
5192,194495,11,9,9020701,Adlershof West,2019,5,9,2,3,3,6,0,0,1,0,0,0,1,0
5193,194496,11,4,4051655,Babelsberger Straße,2019,5,9,2,3,6,4,0,0,1,1,0,0,0,0
5194,194497,11,6,6040810,Dahlem,2019,5,10,2,3,5,2,0,0,1,0,0,0,0,0
5195,194498,11,1,1011304,Karl-Marx-Allee,2019,5,10,2,3,5,3,0,1,0,0,0,0,1,0
5196,194499,11,4,4020310,Park Ruhwald,2019,5,10,2,2,2,6,0,0,1,0,0,0,0,0
5197,194500,11,4,4030929,Hindemithplatz,2019,5,10,2,3,2,6,0,1,1,0,0,0,0,0
5198,194501,11,4,4030827,Karl-August-Platz,2019,5,11,2,3,1,5,0,1,1,0,0,0,0,0
5199,194502,11,9,9020601,Schnellerstraße,2019,5,11,2,3,5,2,0,1,1,0,0,0,0,0
5200,194503,11,12,12103116,Hausotterplatz,2019,5,11,2,3,6,4,0,0,1,1,0,0,0,0
5201,194504,11,5,5010312,Kurstraße,2019,5,11,2,3,5,2,0,1,1,0,0,0,0,0
5202,194505,11,9,9051702,Bölschestraße,2019,5,12,2,3,0,1,0,1,0,0,0,0,0,0
5203,194506,11,5,5020417,Staakener Straße,2019,5,12,2,3,3,6,0,0,1,0,0,0,0,0
5204,194507,11,1,1033202,Humboldthain Süd,2019,5,5,1,3,6,4,1,1,0,1,0,0,0,0
5205,194508,11,1,1011201,Wilhelmstraße,2019,5,15,1,3,5,2,0,1,1,0,0,0,0,0
5206,194509,11,8,8010404,Rixdorf,2019,5,17,1,3,0,7,0,0,1,0,1,0,0,0
5207,194510,11,6,6020303,Lankwitz Kirche,2019,5,17,1,3,1,5,0,1,1,0,0,0,0,0
5208,194511,11,8,8010118,Silbersteinstraße,2019,5,14,1,3,5,2,0,1,1,0,0,0,0,0
5209,194512,11,3,3071537,Kollwitzplatz,2019,5,14,1,3,6,4,0,1,0,1,0,0,0,0
5210,194513,11,8,8010118,Silbersteinstraße,2019,5,12,1,3,6,4,0,0,0,1,1,0,0,0
5211,194514,11,2,2020204,Urbanstraße,2019,5,14,1,2,6,4,0,1,0,1,0,0,0,0
5212,194515,11,10,10020621,Gelbes Viertel,2019,5,18,1,2,6,4,0,0,1,1,0,0,0,0
5213,194516,11,8,8041037,Alt-Rudow,2019,5,20,1,2,5,3,1,0,1,0,0,0,0,0
5214,194517,11,2,2010104,Wassertorplatz,2019,5,11,1,2,6,4,0,0,1,1,0,0,0,0
5215,194518,11,8,8020726,Buckow West,2019,5,9,1,3,5,3,0,0,1,0,1,0,0,0
5216,194519,11,4,4030929,Hindemithplatz,2019,5,8,1,2,0,2,0,0,1,0,0,0,0,0
5217,194520,11,12,12301205,Waidmannslust,2019,5,3,1,2,1,5,2,0,1,0,0,0,0,0
5218,194521,11,6,6010101,Fichtenberg,2019,5,13,1,3,2,6,0,0,1,0,0,0,1,0
5219,194522,11,12,12214527,Alt-Tegel,2019,5,14,1,3,5,2,0,0,1,0,0,0,0,0
5220,194523,11,7,7010101,Wittenbergplatz/Viktoria-Luise-Platz,2019,5,16,7,2,6,2,0,0,0,1,0,0,1,0
5221,194524,11,4,4051655,Babelsberger Straße,2019,5,12,7,3,1,5,0,0,1,0,0,0,0,0
5222,194525,11,3,3040614,Pankow Zentrum,2019,5,19,7,3,5,2,1,1,1,0,0,0,0,0
5223,194526,11,1,1011402,Arkonaplatz,2019,5,17,7,3,5,3,0,1,0,0,0,0,1,0
5224,194527,11,12,12302108,Märkisches Zentrum,2019,5,21,7,2,6,4,2,0,1,1,0,0,0,0
5225,194528,11,12,12302108,Märkisches Zentrum,2019,5,21,7,3,6,6,2,0,1,1,0,0,0,0
5226,194529,11,1,1044101,Rehberge,2019,5,19,7,3,5,2,0,1,1,0,0,0,0,0
5227,194530,11,9,9020802,Köllnische Vorstadt,2019,5,19,7,3,5,3,0,0,1,0,0,0,0,0
5228,194531,11,7,7050501,Rathausstraße,2019,5,17,7,3,5,2,0,0,1,0,1,0,0,0
5229,194532,11,9,9041501,Altstadt Kietz,2019,5,18,7,3,2,6,0,0,1,0,0,0,0,1
5230,194533,11,10,10040933,Mahlsdorf Süd,2019,5,18,7,2,1,5,0,0,1,0,1,0,0,0
5231,194534,11,1,1044202,Sparrplatz,2019,5,18,7,3,2,6,0,0,1,0,0,0,0,0
5232,194535,11,10,10020413,Gut Hellersdorf,2019,5,17,7,3,5,3,0,0,1,0,1,0,0,0
5233,194536,11,1,1011306,Heine-Viertel Ost,2019,5,16,7,3,1,5,0,0,1,0,0,0,0,0
5234,194537,11,2,2030401,Reichenberger Straße,2019,5,1,7,3,5,3,2,0,1,0,0,0,0,1
5235,194538,11,5,5020523,Maulbeerallee,2019,5,14,7,2,0,6,0,0,1,0,0,0,1,0
5236,194539,11,1,1044101,Rehberge,2019,5,14,7,3,6,4,0,0,1,1,0,0,0,1
5237,194540,11,10,10020413,Gut Hellersdorf,2019,5,13,7,2,0,1,0,1,0,0,0,0,0,0
5238,194541,11,8,8041040,Waltersdorfer Chaussee Ost,2019,5,13,7,3,5,2,0,1,1,0,0,0,0,0
5239,194542,11,12,12301206,Lübars,2019,5,12,7,3,5,3,0,1,1,0,0,0,0,0
5240,194543,11,3,3030406,Alt-Karow,2019,5,11,7,3,5,3,0,0,1,0,0,0,0,0
5241,194544,11,6,6040701,Wannsee,2019,5,10,7,3,0,1,0,0,1,0,0,0,0,0
5242,194545,11,4,4051551,Brabanter Platz,2019,5,3,6,3,1,1,2,0,1,0,0,0,0,0
5243,194546,11,10,10040933,Mahlsdorf Süd,2019,5,8,6,3,5,2,0,1,1,0,0,0,0,0
5244,194547,11,9,9051901,Dammvorstadt,2019,5,12,6,3,6,7,0,0,1,1,0,0,0,0
5245,194548,11,5,5040936,Jägerallee,2019,5,14,6,3,6,6,0,0,1,1,0,0,0,0
5246,194549,11,7,7030301,Friedenau,2019,5,22,6,3,2,2,2,0,1,0,0,0,0,0
5247,194550,11,7,7040403,Manteuffelstraße,2019,5,6,6,3,3,6,0,0,1,0,0,0,1,0
5248,194551,11,2,2030402,Wrangelkiez,2019,5,21,6,3,6,4,2,1,0,1,0,0,0,0
5249,194552,11,8,8010303,Donaustraße,2019,5,19,6,3,1,5,0,1,1,0,0,0,1,0
5250,194553,11,8,8010301,Reuterkiez,2019,5,7,6,3,5,3,0,0,1,0,0,0,0,0
5251,194554,11,12,12103219,Schäfersee,2019,5,18,6,3,5,2,0,0,1,0,0,0,0,0
5252,194555,11,7,7010104,Dennewitzplatz,2019,5,18,6,3,1,5,0,1,1,0,0,0,1,0
5253,194556,11,11,11020411,Malchower Weg,2019,5,7,6,3,1,1,0,0,1,0,0,1,0,0
5254,194557,11,9,9020701,Adlershof West,2019,5,17,6,3,5,3,0,1,1,0,0,0,0,0
5255,194558,11,1,1011302,Oranienburger Straße,2019,5,8,6,3,5,2,0,1,1,0,0,0,0,0
5256,194559,11,1,1011201,Wilhelmstraße,2019,5,8,6,3,1,5,0,1,1,0,0,0,0,0
5257,194560,11,6,6040701,Wannsee,2019,5,0,6,3,1,5,2,1,0,0,0,1,1,0
5258,194561,11,1,1011301,Charitéviertel,2019,5,8,6,3,2,6,0,0,1,0,1,0,0,0
5259,194562,11,5,5020626,Adamstraße,2019,5,9,6,2,6,4,0,0,1,1,0,0,0,0
5260,194563,11,7,7060603,Marienfelde Nordost,2019,5,9,6,2,6,4,0,0,1,1,0,0,0,0
5261,194564,11,1,1011204,Leipziger Straße,2019,5,9,6,3,5,5,0,0,1,0,1,0,0,0
5262,194565,11,1,1022106,Elberfelder Straße,2019,5,10,6,3,1,5,0,0,1,0,1,0,0,0
5263,194566,11,6,6010209,Feuerbachstraße,2019,5,11,6,3,2,6,0,0,1,0,0,0,0,0
5264,194567,11,5,5020625,Borkumer Straße,2019,5,12,6,3,2,6,0,0,1,0,0,0,0,0
5265,194568,11,8,8010301,Reuterkiez,2019,5,12,6,3,5,2,0,1,0,0,0,0,1,0
5266,194569,11,2,2020204,Urbanstraße,2019,5,13,6,2,5,3,0,0,1,0,1,0,0,0
5267,194570,11,6,6010101,Fichtenberg,2019,5,13,6,3,5,7,0,1,1,0,0,0,0,0
5268,194571,11,3,3061332,Helmholtzplatz,2019,5,13,6,3,0,7,0,0,1,0,1,0,0,0
5269,194572,11,1,1033102,Gesundbrunnen,2019,5,14,6,3,2,6,0,0,1,0,1,0,0,0
5270,194573,11,2,2020203,Viktoriapark,2019,5,15,6,3,5,7,0,0,1,0,1,0,0,0
5271,194574,11,12,12301203,Wittenau Süd,2019,5,15,6,2,5,2,0,1,1,0,0,0,0,0
5272,194575,11,1,1011204,Leipziger Straße,2019,5,16,5,3,1,5,0,1,1,0,0,0,1,0
5273,194576,11,3,3061429,Greifswalder Straße,2019,5,8,5,3,5,3,0,1,1,0,0,0,0,0
5274,194577,11,8,8010510,Gewerbegebiet Köllnische Heide,2019,5,6,5,2,2,7,0,0,1,0,1,0,0,0
5275,194578,11,1,1011203,Unter den Linden Süd,2019,5,11,5,3,6,2,0,0,1,1,0,0,0,0
5276,194579,11,9,9020701,Adlershof West,2019,5,18,5,3,5,2,0,1,1,0,0,0,0,0
5277,194580,11,1,1011305,Heine-Viertel West,2019,5,18,5,3,0,3,0,1,1,0,0,0,0,0
5278,194581,11,1,1011306,Heine-Viertel Ost,2019,5,8,5,3,5,3,0,1,1,0,0,0,0,0
5279,194582,11,12,12214422,Klixstraße,2019,5,16,5,3,5,2,0,1,1,0,0,0,0,0
5280,194583,11,4,4030621,Spreestadt,2019,5,15,5,3,1,5,0,0,1,0,1,0,0,0
5281,194584,11,2,2010103,Moritzplatz,2019,5,14,5,3,5,5,0,1,1,0,0,0,0,0
5282,194585,11,8,8030830,Gropiusstadt Süd,2019,5,15,5,2,5,2,0,0,1,0,0,0,0,0
5283,194586,11,12,12301203,Wittenau Süd,2019,5,15,5,3,2,6,0,0,1,0,0,0,0,0
5284,194587,11,3,3051022,Hansastraße,2019,5,15,5,2,5,2,0,0,1,0,1,0,0,0
5285,194588,11,6,6010101,Fichtenberg,2019,5,9,5,2,5,3,0,1,1,0,0,0,0,0
5286,194589,11,5,5030730,Zitadellenweg,2019,5,12,5,3,5,3,0,0,0,0,1,0,1,0
5287,194590,11,1,1022103,Westhafen,2019,5,12,5,3,5,2,0,1,0,0,0,1,0,0
5288,194591,11,4,4030725,Amtsgerichtsplatz,2019,5,11,5,3,5,3,0,0,1,0,0,0,0,0
5289,194592,11,6,6010102,Schloßstraße,2019,5,15,5,3,6,7,0,0,1,1,0,0,0,0
5290,194593,11,9,9030903,Kölner Viertel,2019,5,15,5,3,6,7,0,0,1,1,0,0,0,0
5291,194594,11,7,7010104,Dennewitzplatz,2019,5,10,5,3,5,3,0,1,1,0,0,0,0,0
5292,194595,11,2,2050803,Stralauer Kiez,2019,5,10,5,3,5,2,0,0,1,0,0,0,1,0
5293,194596,11,7,7030303,Grazer Platz,2019,5,8,5,3,2,6,0,0,1,0,0,0,1,0
5294,194597,11,1,1011303,Alexanderplatzviertel,2019,5,8,5,3,3,6,0,0,0,0,0,0,1,0
5295,194598,11,2,2010102,Mehringplatz,2019,5,8,5,2,0,1,0,0,0,0,1,0,0,0
5296,194599,11,2,2040701,Andreasviertel,2019,5,0,5,3,1,5,2,1,1,0,0,0,0,0
5297,194600,11,7,7040403,Manteuffelstraße,2019,5,8,5,3,0,1,0,1,0,0,0,0,0,0
5298,194601,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,5,16,4,3,6,2,0,1,0,1,0,0,0,0
5299,194602,11,6,6030610,Lichterfelde West,2019,5,19,4,3,5,2,0,0,1,0,0,0,0,0
5300,194603,11,8,8010303,Donaustraße,2019,5,19,4,2,3,6,0,0,1,0,0,0,0,0
5301,194604,11,2,2030401,Reichenberger Straße,2019,5,22,4,3,6,4,2,1,0,1,0,0,0,0
5302,194605,11,3,3030716,Märchenland,2019,5,12,4,3,5,2,0,1,1,0,0,0,0,0
5303,194606,11,5,5020625,Borkumer Straße,2019,5,21,4,2,2,6,2,0,1,0,1,0,0,0
5304,194607,11,12,12302107,Schorfheidestraße,2019,5,19,4,3,5,2,0,0,1,0,1,0,0,0
5305,194608,11,2,2040701,Andreasviertel,2019,5,18,4,3,6,7,0,0,1,1,0,0,0,0
5306,194609,11,9,9010101,Elsenstraße,2019,5,18,4,3,6,2,0,0,1,1,0,0,0,0
5307,194610,11,7,7040403,Manteuffelstraße,2019,5,14,4,3,6,7,0,1,0,1,0,0,0,0
5308,194611,11,4,4031032,Halensee,2019,5,13,4,3,5,2,0,0,1,0,1,0,0,0
5309,194612,11,6,6040809,Thielallee,2019,5,13,4,3,1,5,0,1,1,0,0,0,1,0
