,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail
1706,51702,7,Grazer Platz,2019,6,1,7,3,8,1,2,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Dark,Dry
1707,51703,2,Rathaus Yorckstraße,2019,3,8,3,2,1,5,0,0,1,0,1,0,0,0,Friedrichshain - Kreuzberg,Accident with serious injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry
1708,51704,4,Messegelände,2019,11,23,5,3,3,6,2,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry
1709,51705,6,Nikolassee,2019,8,16,2,3,2,6,0,0,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1710,51706,1,Humboldthain Nordwest,2019,11,11,3,3,2,2,0,0,1,0,0,1,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry
1711,51707,7,Birnhornweg,2019,6,23,6,3,3,6,2,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry
1712,51708,2,Samariterviertel,2019,3,15,3,3,6,6,0,1,0,1,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Collision involving vehicles going in the same way,Daylight,Dry
1713,51709,12,Rollbergesiedlung,2019,10,11,5,3,2,6,0,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1714,51710,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,8,17,2,3,4,6,0,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1715,51712,10,Alt-Biesdorf,2019,5,13,2,3,3,6,0,0,1,0,1,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1716,51713,7,Fritz-Werner-Straße,2019,9,14,3,3,0,7,0,0,0,1,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Others,Others,Daylight,Dry
1717,51714,1,Alexanderplatzviertel,2019,6,10,6,3,5,2,0,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1718,51715,1,Leipziger Straße,2019,3,9,2,2,6,4,0,0,0,1,0,0,1,0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry
1719,51716,1,Großer Tiergarten,2019,6,16,5,3,1,5,0,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry
1720,51717,9,Johannisthal West,2019,8,17,2,3,3,6,0,0,1,0,1,0,0,0,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1721,51718,3,Helmholtzplatz,2019,12,16,6,3,6,2,1,0,1,1,0,0,0,0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Twilight,Dry
1722,51719,10,Marzahner Promenade,2019,5,13,2,3,0,1,0,1,0,0,0,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Others,Driving accident,Daylight,Dry
1723,51720,5,Börnicker Straße,2019,6,16,6,2,4,6,0,1,0,0,0,0,0,0,Spandau,Accident with serious injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1724,51721,7,Marienfelder Allee Nordwest,2019,9,12,3,3,5,2,0,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1725,51722,2,Samariterviertel,2019,11,17,6,3,0,1,2,0,0,0,1,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Others,Driving accident,Dark,Wet/moist/slippery
1726,51723,4,Jungfernheide,2019,6,16,6,3,2,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1727,51724,2,Rathaus Yorckstraße,2019,9,20,5,3,1,5,2,1,1,0,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Wet/moist/slippery
1728,51725,7,Kaiser-Wilhelm-Platz,2019,3,15,2,3,2,6,0,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
1729,51726,11,Dorf Malchow,2019,10,20,5,2,0,7,2,1,0,0,0,0,0,1,Lichtenberg,Accident with serious injuries,Others,Others,Dark,Wet/moist/slippery
1730,51727,12,Lübarser Straße,2019,8,15,2,3,2,6,0,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1731,51729,1,Alexanderplatzviertel,2019,5,6,2,3,2,6,0,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1732,51730,7,Rathaus Tempelhof,2019,6,7,6,2,3,7,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Others,Daylight,Dry
1733,51731,8,Buschkrugallee Nord,2019,3,7,2,3,2,6,0,0,1,0,0,0,0,0,Neukölln,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1734,51732,12,Breitkopfbecken,2019,11,18,2,3,6,2,2,0,1,1,0,0,0,1,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery
1735,51733,4,Kranzallee,2019,6,14,1,2,4,7,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with serious injuries,Collision with oncoming vehicle,Others,Daylight,Dry
1736,51734,7,Grazer Platz,2019,8,15,2,3,8,1,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Daylight,Dry
1737,51735,3,Pankow Zentrum,2019,12,9,5,3,2,6,0,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1738,51736,4,Plötzensee,2019,6,7,6,3,3,6,0,0,1,0,0,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1739,51737,7,Rathaus Tempelhof,2019,9,8,2,3,2,6,0,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1740,51738,3,Pankow Süd,2019,3,6,2,2,5,3,1,1,1,0,0,0,0,0,Pankow,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry
1741,51739,2,Samariterviertel,2019,10,1,1,3,8,1,2,0,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Dark,Dry
1742,51740,4,Reichsstraße,2019,8,15,2,3,5,3,0,1,0,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1743,51741,2,Friedenstraße,2019,6,16,5,1,6,4,0,0,1,1,0,0,0,0,Friedrichshain - Kreuzberg,Accident with fatalities,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry
1744,51742,4,Königin-Elisabeth-Straße,2019,3,10,2,3,5,2,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1745,51743,4,Güterbahnhof Grunewald,2019,10,15,6,3,2,6,0,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
1746,51744,7,Germaniagarten,2019,6,14,6,2,2,6,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1747,51745,3,Thälmannpark,2019,8,14,2,3,3,6,0,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1748,51747,1,Karl-Marx-Allee,2019,5,20,1,3,5,3,1,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry
1749,51748,1,Alexanderplatzviertel,2019,3,12,7,3,2,7,0,1,1,0,0,0,1,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Daylight,Dry
1750,51749,2,Samariterviertel,2019,11,17,2,2,6,4,2,0,1,1,0,0,0,0,Friedrichshain - Kreuzberg,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Dry
1751,51750,7,Neu-Tempelhof,2019,5,14,1,3,3,6,0,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1752,51751,1,Nördlicher Landwehrkanal,2019,11,11,7,3,6,4,0,0,1,1,0,0,0,0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry
1753,51752,4,Richard-Wagner-Straße,2019,6,18,5,3,6,7,0,0,1,1,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry
1754,51753,5,Graetschelsteig,2019,3,14,7,3,3,6,0,0,1,0,0,0,0,1,Spandau,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
1755,51754,10,Alt-Biesdorf,2019,10,7,2,3,5,7,0,1,1,0,0,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry
1756,51755,7,Kaiser-Wilhelm-Platz,2019,8,19,2,3,1,5,0,1,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry
1757,51757,1,Humboldthain Nordwest,2019,6,10,5,2,5,2,0,1,1,0,0,0,0,0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1758,51758,11,Rüdigerstraße,2019,3,15,7,2,5,3,0,1,1,0,0,0,0,1,Lichtenberg,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery
1759,51759,4,Richard-Wagner-Straße,2019,6,18,2,3,0,7,0,0,0,0,1,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Others,Others,Daylight,Wet/moist/slippery
1760,51760,3,Anton-Saefkow-Park,2019,8,13,2,3,5,3,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1761,51761,7,Manteuffelstraße,2019,12,5,3,3,3,6,2,0,1,0,0,1,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
1762,51762,10,Marzahner Chaussee,2019,5,14,1,2,2,2,0,0,1,0,1,0,0,0,Marzahn-Hellersdorf,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry
1763,51763,2,Rathaus Yorckstraße,2019,6,22,5,2,0,7,2,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with serious injuries,Others,Others,Dark,Dry
1764,51764,4,Park Ruhwald,2019,3,17,7,3,2,6,1,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery
1765,51765,10,Havemannstraße,2019,11,20,3,2,6,7,2,0,0,1,0,0,1,0,Marzahn-Hellersdorf,Accident with serious injuries,Collision between vehicle and pedestrian,Others,Dark,Dry
1766,51766,3,Erich-Weinert-Straße,2019,11,20,7,3,2,7,2,0,1,0,1,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Dark,Dry
1767,51767,2,Samariterviertel,2019,6,7,5,3,3,6,0,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1768,51768,3,Komponistenviertel Weißensee,2019,3,8,6,3,3,6,0,1,1,0,0,0,0,1,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
1769,51769,8,Buschkrugallee Nord,2019,10,14,3,2,3,6,0,0,1,0,0,1,0,0,Neukölln,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1770,51770,3,Arnimplatz,2019,8,7,2,3,6,4,0,1,0,1,0,0,0,1,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery
1771,51772,1,Karl-Marx-Allee,2019,5,22,7,3,5,3,2,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry
1772,51773,6,Nikolassee,2019,6,15,5,2,1,7,0,0,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with serious injuries,Collision with a moving/standing/parked vehicle,Others,Daylight,Dry
1773,51774,12,Schäfersee,2019,3,11,6,3,6,7,0,0,1,1,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry
1774,51775,2,Traveplatz,2019,11,18,5,3,3,6,2,1,0,0,0,0,1,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
1775,51776,7,Rathaus Tempelhof,2019,6,14,5,3,2,6,0,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1776,51777,9,Elsenstraße,2019,8,22,1,3,2,6,2,0,1,0,0,0,0,1,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
1777,51778,1,Humboldthain Nordwest,2019,12,18,3,3,2,6,2,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
1778,51779,3,Pankow Süd,2019,6,8,5,3,2,6,0,0,1,0,1,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1779,51780,4,Kranzallee,2019,10,19,5,3,7,7,2,0,1,0,0,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a road obstacle,Others,Dark,Dry
1780,51781,1,Humboldthain Nordwest,2019,6,23,4,3,5,3,2,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry
1781,51782,9,Schnellerstraße,2019,9,16,5,3,0,7,0,1,0,0,0,0,0,0,Treptow-Köpenick,Accident with minor injuries,Others,Others,Daylight,Dry
1782,51783,3,Rennbahnstraße,2019,3,14,6,3,4,5,0,0,1,0,0,0,1,1,Pankow,Accident with minor injuries,Collision with oncoming vehicle,Accident involving parked vehicles,Daylight,Wet/moist/slippery
1783,51784,1,Wilhelmstraße,2019,10,14,4,3,5,2,0,1,0,0,0,0,1,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1784,51785,1,Alexanderplatzviertel,2019,8,21,1,3,5,3,2,0,1,0,0,0,1,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry
1785,51787,2,Rathaus Yorckstraße,2019,5,13,7,3,5,2,0,1,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1786,51788,12,Schäfersee,2019,6,16,4,3,0,5,0,1,0,0,0,0,1,0,Reinickendorf,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Dry
1787,51789,4,Königin-Elisabeth-Straße,2019,3,12,6,3,2,6,0,0,1,0,0,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1788,51790,1,Großer Tiergarten,2019,11,14,7,3,5,2,0,0,1,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery
1789,51791,3,Bötzowstraße,2019,6,0,7,3,2,7,2,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Dark,Dry
1790,51792,4,Kranzallee,2019,12,7,4,3,5,3,0,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery
1791,51793,3,Niederschönhausen,2019,6,15,4,3,2,6,0,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1792,51794,3,Bötzowstraße,2019,3,11,6,3,5,2,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1793,51795,4,Schloßstraße,2019,10,14,6,3,5,3,0,1,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1794,51796,3,Pankow Zentrum,2019,8,8,1,2,0,1,0,1,0,0,0,0,0,1,Pankow,Accident with serious injuries,Others,Driving accident,Daylight,Wet/moist/slippery
1795,51797,1,Alexanderplatzviertel,2019,6,14,4,3,6,7,0,0,1,1,0,0,0,0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry
1796,51798,2,Samariterviertel,2019,3,18,5,3,0,6,2,0,1,0,1,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
1797,51799,6,Schloßstraße,2019,10,17,5,3,2,6,2,0,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
1798,51800,12,Wittenau Süd,2019,6,14,4,3,2,6,0,0,1,0,1,0,0,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1799,51801,1,Schillerpark,2019,9,15,5,3,5,3,0,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1800,51802,7,Grazer Platz,2019,3,20,5,3,3,2,2,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Turning accident,Dark,Wet/moist/slippery
1801,51803,11,Rüdigerstraße,2019,10,13,5,3,5,2,0,0,1,0,0,0,0,0,Lichtenberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1802,51804,10,Alt-Marzahn,2019,8,8,1,2,0,7,0,0,1,0,0,0,0,1,Marzahn-Hellersdorf,Accident with serious injuries,Others,Others,Daylight,Wet/moist/slippery
1803,51806,7,Neu-Tempelhof,2019,5,17,7,3,6,7,0,0,1,1,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Wet/moist/slippery
1804,51807,10,Marzahner Promenade,2019,6,13,4,3,5,3,0,0,1,0,0,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1805,51808,3,Helmholtzplatz,2019,3,20,5,3,5,2,2,1,1,0,0,0,0,1,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery
1806,51809,9,Elsenstraße,2019,11,3,1,2,5,3,2,1,1,0,0,0,0,0,Treptow-Köpenick,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry
1807,51810,12,Teichstraße,2019,6,22,7,3,2,6,2,0,1,0,0,0,1,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
1808,51811,11,Tierpark,2019,8,6,7,3,2,6,0,0,1,0,0,0,1,0,Lichtenberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1809,51812,3,Winsstraße,2019,12,15,5,3,5,2,0,0,1,0,0,0,1,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1810,51813,4,Jungfernheide,2019,6,13,4,3,5,3,0,0,1,0,0,1,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1811,51814,7,Grazer Platz,2019,3,15,5,3,2,6,0,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
1812,51815,2,Samariterviertel,2019,10,19,7,3,2,6,2,0,1,0,1,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
1813,51816,7,Kettinger Straße/Schillerstraße,2019,8,9,7,3,0,5,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Dry
1814,51817,3,Lietzengraben,2019,6,12,4,3,3,6,0,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1815,51818,3,Falkplatz,2019,3,4,4,3,5,2,2,0,1,0,0,1,0,1,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery
1816,51819,7,Marienfelde Süd,2019,10,6,4,3,6,7,2,1,0,1,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Dark,Wet/moist/slippery
1817,51820,9,Köpenicker Landstraße,2019,6,6,5,3,5,3,0,0,1,0,0,0,0,0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1818,51821,1,Schillerpark,2019,8,18,7,3,5,3,0,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1819,51822,3,Anton-Saefkow-Park,2019,12,6,7,2,5,3,2,1,1,0,0,0,0,1,Pankow,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery
1820,51823,10,Kaulsdorf Süd,2019,5,10,7,3,6,2,0,0,1,1,0,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry
1821,51824,4,Jungfernheide,2019,3,12,4,2,3,6,0,0,1,0,0,1,0,0,Charlottenburg - Wilmersdorf,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
1822,51825,1,Großer Tiergarten,2019,11,14,1,3,6,7,0,0,0,1,0,0,1,0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry
1823,51826,7,Grazer Platz,2019,5,9,6,2,2,6,0,0,1,0,1,0,0,0,Tempelhof-Schöneberg,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1824,51827,4,Reichsstraße,2019,11,16,6,3,2,6,2,0,1,0,1,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
1825,51828,9,Späthsfelde,2019,6,10,4,3,2,6,0,0,1,0,0,0,0,0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
1826,51829,3,Pankow Süd,2019,3,14,4,3,5,3,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1827,51830,1,Alexanderplatzviertel,2019,10,22,2,3,5,2,2,0,1,0,0,0,1,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry
1828,51831,7,Volkspark (Rudolf-Wilde-Park),2019,8,8,6,3,6,2,0,0,0,1,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry
1829,51833,10,Havemannstraße,2019,5,17,6,2,6,4,0,0,1,1,0,0,0,0,Marzahn-Hellersdorf,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry
1830,51834,2,Askanischer Platz,2019,6,20,3,3,5,2,0,1,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1831,51835,2,Stralauer Kiez,2019,3,18,4,3,3,7,1,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Others,Twilight,Dry
1832,51836,12,Wittenau Süd,2019,6,14,2,3,5,2,0,0,0,0,0,0,1,0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
1833,51837,9,Schnellerstraße,2019,8,15,6,3,5,3,0,1,1,0,0,0,0,0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
1834,51838,2,Hausburgviertel,2019,12,7,2,3,5,3,1,0,1,0,0,0,1,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry
1835,51839,4,Reichsstraße,2019,5,13,6,3,2,6,0,0,1,0,1,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
