,Unnamed: 0,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail,accident count by district,est. population
3758,3758,193061,5,Zitadellenweg,2019,3,17,6,3,6,2,0,0,0,1,0,0,1,0.0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,798,245197.0
3759,3759,193062,10,Alt-Mahlsdorf,2019,3,14,6,2,0,1,0,0,0,0,1,0,0,0.0,Marzahn-Hellersdorf,Accident with serious injuries,Others,Driving accident,Daylight,Dry,586,269967.0
3760,3760,193063,8,Reuterkiez,2019,3,23,6,3,5,3,2,1,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,934,329917.0
3761,3761,193064,1,Unter den Linden Nord,2019,3,22,4,2,5,3,2,0,1,0,0,0,1,1.0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,2215,385748.0
3762,3762,193065,6,Lichterfelde West,2019,3,8,6,3,0,2,0,0,0,0,0,0,1,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Others,Turning accident,Daylight,Dry,851,310071.0
3763,3763,193066,2,Urbanstraße,2019,3,17,6,2,5,7,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1381,290386.0
3764,3764,193067,12,Hermsdorf,2019,3,0,6,3,0,7,2,0,1,0,1,0,0,1.0,Reinickendorf,Accident with minor injuries,Others,Others,Dark,Wet/moist/slippery,867,266408.0
3765,3765,193068,9,Dorf Altglienicke,2019,3,16,6,3,5,3,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
3766,3766,193069,10,Kaulsdorf Süd,2019,3,16,4,3,2,2,0,0,1,0,0,0,1,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,586,269967.0
3767,3767,193070,9,Dammvorstadt,2019,3,9,6,2,6,4,0,0,1,1,0,0,0,0.0,Treptow-Köpenick,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,892,273689.0
3768,3768,193071,9,Dorf Altglienicke,2019,3,11,6,3,5,3,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
3769,3769,193072,1,Unter den Linden Süd,2019,3,8,6,3,1,5,0,1,1,0,0,0,1,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,2215,385748.0
3770,3770,193073,6,Dahlem,2019,3,15,4,3,2,2,0,1,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,851,310071.0
3771,3771,193074,1,Reinickendorfer Straße,2019,3,8,6,3,0,2,0,0,1,0,0,0,1,0.0,Mitte,Accident with minor injuries,Others,Turning accident,Daylight,Dry,2215,385748.0
3772,3772,193075,7,Rathaus Tempelhof,2019,3,14,4,3,5,3,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
3773,3773,193076,4,Halensee,2019,3,7,6,3,3,6,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3774,3774,193077,2,Traveplatz,2019,3,7,6,3,0,7,0,0,1,0,1,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Others,Others,Daylight,Dry,1381,290386.0
3775,3775,193078,9,Baumschulenstraße,2019,3,13,4,3,5,2,0,0,1,0,0,1,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,892,273689.0
3776,3776,193079,6,Südende,2019,3,14,6,2,3,6,0,0,1,0,1,0,0,0.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
3777,3777,193080,2,Mehringplatz,2019,3,15,6,2,1,5,0,0,1,0,0,0,1,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1381,290386.0
3778,3778,193081,6,Mittelstraße,2019,3,16,5,3,0,6,0,0,1,0,0,0,1,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
3779,3779,193082,1,Elberfelder Straße,2019,3,18,6,2,5,2,1,0,0,0,1,0,1,0.0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Twilight,Dry,2215,385748.0
3780,3780,193083,4,Tegeler Weg,2019,3,17,4,3,5,2,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1727,343592.0
3781,3781,193084,9,Köpenick Nord,2019,3,14,6,3,2,6,0,0,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,892,273689.0
3782,3782,193085,5,Motardstraße,2019,3,11,4,3,5,3,0,1,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3783,3783,193086,5,Hakenfelde Nord,2019,3,19,6,3,5,3,2,1,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,798,245197.0
3784,3784,193087,8,Reuterkiez,2019,3,12,6,3,5,3,0,0,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,934,329917.0
3785,3785,193088,12,Hausotterplatz,2019,3,19,6,2,5,3,2,0,1,0,0,0,0,0.0,Reinickendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,867,266408.0
3786,3786,193089,1,Lützowstraße,2019,3,21,4,3,5,3,2,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,2215,385748.0
3787,3787,193090,1,Lüneburger Straße,2019,3,8,5,3,5,2,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
3788,3788,193091,8,Rixdorf,2019,3,22,4,3,5,3,2,0,1,0,0,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,934,329917.0
3789,3789,193092,12,Scharnweberstraße,2019,3,23,5,3,5,2,2,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,867,266408.0
3790,3790,193093,1,Lützowstraße,2019,3,21,5,3,2,6,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
3791,3791,193094,2,Wassertorplatz,2019,3,23,4,3,2,2,2,0,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Wet/moist/slippery,1381,290386.0
3792,3792,193095,9,Bölschestraße,2019,3,20,5,3,6,4,2,0,1,1,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Dry,892,273689.0
3793,3793,193096,1,Lübecker Straße,2019,3,19,5,3,0,7,2,1,0,0,0,0,1,0.0,Mitte,Accident with minor injuries,Others,Others,Dark,Dry,2215,385748.0
3794,3794,193097,6,Komponistenviertel Lankwitz,2019,3,11,6,3,1,5,0,1,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,851,310071.0
3795,3795,193098,5,Kafkastraße,2019,3,10,4,3,5,3,0,0,1,0,0,0,1,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3796,3796,193099,12,Hermsdorf,2019,3,19,5,3,5,3,2,1,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,867,266408.0
3797,3797,193100,4,Alt-Lietzow,2019,3,16,5,3,0,3,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Others,Turning/Crossing accident,Daylight,Dry,1727,343592.0
3798,3798,193101,3,Helmholtzplatz,2019,3,7,5,3,1,5,0,1,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Wet/moist/slippery,1219,409335.0
3799,3799,193102,12,Klixstraße,2019,3,16,5,3,6,4,0,0,1,1,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,867,266408.0
3800,3800,193103,6,Fischtal,2019,3,9,4,3,5,2,0,0,1,0,1,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,851,310071.0
3801,3801,193104,5,Börnicker Straße,2019,3,16,5,2,2,6,0,0,1,0,0,0,0,0.0,Spandau,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,798,245197.0
3802,3802,193105,6,Lankwitz Kirche,2019,3,9,4,3,5,2,0,0,1,0,1,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,851,310071.0
3803,3803,193106,4,Schaperstraße,2019,3,15,5,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3804,3804,193107,1,Reinickendorfer Straße,2019,3,15,5,3,2,2,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,2215,385748.0
3805,3805,193108,1,Oranienburger Straße,2019,3,21,4,3,2,6,2,0,1,0,1,0,0,1.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,2215,385748.0
3806,3806,193109,3,Arnimplatz,2019,3,15,5,3,6,4,0,0,1,1,0,0,0,0.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1219,409335.0
3807,3807,193110,5,Borkumer Straße,2019,3,15,5,3,5,3,0,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3808,3808,193111,2,Boxhagener Platz,2019,3,17,6,3,0,3,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Others,Turning/Crossing accident,Daylight,Dry,1381,290386.0
3809,3809,193112,3,Wilhelmsruh,2019,3,8,4,3,0,1,0,1,0,0,0,0,0,0.0,Pankow,Accident with minor injuries,Others,Driving accident,Daylight,Dry,1219,409335.0
3810,3810,193113,4,Breitscheidplatz,2019,3,15,5,3,3,6,0,1,0,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3811,3811,193114,12,Alt-Tegel,2019,3,13,5,2,5,3,0,0,1,0,0,1,0,0.0,Reinickendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,867,266408.0
3812,3812,193115,4,Wilhelmsaue,2019,3,12,5,3,5,3,0,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
3813,3813,193116,4,Schaperstraße,2019,3,13,5,3,2,7,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Daylight,Dry,1727,343592.0
3814,3814,193117,7,Eisenacher Straße,2019,3,12,6,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
3815,3815,193118,6,Feuerbachstraße,2019,3,21,4,3,6,2,2,0,1,1,0,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,851,310071.0
3816,3816,193119,7,Marienfelde Süd,2019,3,13,5,3,2,6,0,0,1,0,1,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
3817,3817,193120,3,Pankow Zentrum,2019,3,11,5,3,5,3,0,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
3818,3818,193121,8,Reuterkiez,2019,3,9,5,3,6,4,0,0,0,1,1,0,0,0.0,Neukölln,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,934,329917.0
3819,3819,193122,5,Gartenfelder Straße,2019,3,14,5,3,0,1,0,0,1,0,0,0,1,0.0,Spandau,Accident with minor injuries,Others,Driving accident,Daylight,Dry,798,245197.0
3820,3820,193123,5,Gartenfelder Straße,2019,3,8,4,3,5,2,0,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
3821,3821,193124,9,Johannisthal West,2019,3,14,5,3,0,3,0,0,1,0,1,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Others,Turning/Crossing accident,Daylight,Dry,892,273689.0
3822,3822,193125,9,Dammvorstadt,2019,3,18,4,3,3,6,2,0,1,0,1,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,892,273689.0
3823,3823,193126,5,Döberitzer Weg,2019,3,14,5,3,5,3,0,1,0,0,0,0,1,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3824,3824,193127,4,Schloßgarten,2019,3,13,5,3,1,5,0,1,0,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1727,343592.0
3825,3825,193128,9,Grünau,2019,3,17,4,3,0,5,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Dry,892,273689.0
3826,3826,193129,4,Lietzensee,2019,3,13,5,2,2,6,0,1,0,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3827,3827,193130,6,Schweizer Viertel,2019,3,9,5,3,5,3,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,851,310071.0
3828,3828,193131,4,Jungfernheide,2019,3,17,6,3,5,3,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1727,343592.0
3829,3829,193132,11,Rummelsburg,2019,3,6,4,3,2,6,0,1,1,0,0,0,0,0.0,Lichtenberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,679,294201.0
3830,3830,193133,1,Leipziger Straße,2019,3,8,5,3,5,3,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,2215,385748.0
3831,3831,193134,7,Nollendorfplatz,2019,3,14,5,3,5,3,0,0,1,0,1,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
3832,3832,193135,2,Moritzplatz,2019,3,8,5,3,2,6,0,0,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1381,290386.0
3833,3833,193136,1,Nördlicher Landwehrkanal,2019,3,17,4,3,5,2,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
3834,3834,193137,7,Eisenacher Straße,2019,3,7,5,3,5,3,0,1,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
3835,3835,193138,4,Brabanter Platz,2019,3,17,4,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3836,3836,193139,10,Mahlsdorf Süd,2019,3,7,5,2,5,3,0,0,1,0,1,0,0,0.0,Marzahn-Hellersdorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,586,269967.0
3837,3837,193140,3,Arnimplatz,2019,3,7,5,3,5,2,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1219,409335.0
3838,3838,193141,8,Wissmannstraße,2019,3,5,4,3,6,2,0,0,1,1,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,934,329917.0
3839,3839,193142,3,Buchholz,2019,3,6,5,3,5,3,1,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry,1219,409335.0
3840,3840,193143,1,Unter den Linden Süd,2019,3,4,4,3,6,2,2,0,1,1,0,0,0,0.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Dry,2215,385748.0
3841,3841,193144,1,Emdener Straße,2019,3,6,5,3,0,1,0,1,0,0,0,0,0,0.0,Mitte,Accident with minor injuries,Others,Driving accident,Daylight,Dry,2215,385748.0
3842,3842,193145,9,Bohnsdorf,2019,3,14,4,2,0,3,0,1,0,0,0,0,1,0.0,Treptow-Köpenick,Accident with serious injuries,Others,Turning/Crossing accident,Daylight,Dry,892,273689.0
3843,3843,193146,12,Klixstraße,2019,3,16,4,3,0,6,0,0,1,0,1,0,0,1.0,Reinickendorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,867,266408.0
3844,3844,193147,1,Wilhelmstraße,2019,3,21,4,3,0,6,2,0,1,0,1,0,0,0.0,Mitte,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
3845,3845,193148,1,Humboldthain Nordwest,2019,3,8,4,3,1,5,0,1,0,0,0,0,1,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,2215,385748.0
3846,3846,193149,6,Komponistenviertel Lankwitz,2019,3,14,6,3,2,6,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
3847,3847,193150,12,Waldidyll/Flughafensee,2019,3,21,4,3,5,3,2,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,867,266408.0
3848,3848,193151,2,Hausburgviertel,2019,3,10,3,3,6,4,0,1,0,1,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1381,290386.0
3849,3849,193152,8,Schillerpromenade,2019,3,18,4,3,2,6,1,0,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Dry,934,329917.0
3850,3850,193153,2,Boxhagener Platz,2019,3,12,3,3,5,2,0,1,0,0,0,0,1,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,1381,290386.0
3851,3851,193154,9,Müggelheim,2019,3,18,4,3,5,3,1,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry,892,273689.0
3852,3852,193155,3,Arnimplatz,2019,3,18,4,3,5,3,1,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry,1219,409335.0
