,Unnamed: 0,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail,accident count by district,est. population
3640,3640,192943,4,Preußenpark,2019,3,18,2,3,6,2,1,0,1,1,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Twilight,Dry,1727,343592.0
3641,3641,192944,11,Karlshorst Süd,2019,3,1,7,3,0,1,2,1,0,0,0,0,0,0.0,Lichtenberg,Accident with minor injuries,Others,Driving accident,Dark,Dry,679,294201.0
3642,3642,192945,2,Boxhagener Platz,2019,3,15,6,2,5,2,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1381,290386.0
3643,3643,192946,3,Pankow Süd,2019,3,14,2,3,2,6,0,0,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1219,409335.0
3644,3644,192947,1,Wilhelmstraße,2019,3,17,6,3,2,2,1,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Twilight,Dry,2215,385748.0
3645,3645,192948,8,Parchimer Allee,2019,3,17,6,3,6,4,0,1,0,1,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,934,329917.0
3646,3646,192949,2,Wassertorplatz,2019,3,16,6,3,2,3,0,1,0,0,0,0,1,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning/Crossing accident,Daylight,Dry,1381,290386.0
3647,3647,192950,2,Urbanstraße,2019,3,19,2,3,6,2,2,0,1,1,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,1381,290386.0
3648,3648,192951,3,Pankow Zentrum,2019,3,13,6,3,6,3,0,0,1,1,0,0,0,0.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Turning/Crossing accident,Daylight,Dry,1219,409335.0
3649,3649,192952,4,Reichsstraße,2019,3,12,2,3,6,2,0,0,1,1,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1727,343592.0
3650,3650,192953,4,Breitscheidplatz,2019,3,14,6,3,2,2,0,0,0,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,1727,343592.0
3651,3651,192954,5,Adamstraße,2019,3,14,6,2,5,3,0,1,0,0,1,0,0,0.0,Spandau,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3652,3652,192955,6,Mittelstraße,2019,3,12,2,3,5,7,0,0,1,0,1,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Wet/moist/slippery,851,310071.0
3653,3653,192956,4,Halensee,2019,3,12,6,3,5,3,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1727,343592.0
3654,3654,192957,9,Adlershof West,2019,3,13,6,3,5,2,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,892,273689.0
3655,3655,192958,6,Thielallee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Others,Others,Daylight,Dry,851,310071.0
3656,3656,192959,1,Alexanderplatzviertel,2019,3,8,6,3,5,7,0,0,1,0,1,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,2215,385748.0
3657,3657,192960,5,Gartenfelder Straße,2019,3,7,2,3,0,5,0,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Dry,798,245197.0
3658,3658,192961,10,Biesdorf Süd,2019,3,8,6,2,0,6,0,0,1,0,0,0,1,0.0,Marzahn-Hellersdorf,Accident with serious injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,586,269967.0
3659,3659,192962,3,Niederschönhausen,2019,3,14,6,3,5,3,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
3660,3660,192963,9,Hirschgarten,2019,3,8,2,3,5,3,0,1,1,0,0,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,892,273689.0
3661,3661,192964,1,Arkonaplatz,2019,3,1,6,3,3,6,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
3662,3662,192965,8,Körnerpark,2019,3,19,6,3,5,3,2,0,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,934,329917.0
3663,3663,192966,3,Eldenaer Straße,2019,3,18,6,2,4,2,2,0,1,0,1,0,0,0.0,Pankow,Accident with serious injuries,Collision with oncoming vehicle,Turning accident,Dark,Dry,1219,409335.0
3664,3664,192967,8,Reuterkiez,2019,3,10,2,3,2,6,0,0,0,0,0,0,1,0.0,Neukölln,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,934,329917.0
3665,3665,192968,1,Hansaviertel,2019,3,18,6,3,2,6,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
3666,3666,192969,4,Preußenpark,2019,3,11,2,3,5,3,0,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
3667,3667,192970,5,Gütersloher Weg,2019,3,18,6,3,0,2,2,0,1,0,1,0,0,0.0,Spandau,Accident with minor injuries,Others,Turning accident,Dark,Dry,798,245197.0
3668,3668,192971,10,Kaulsdorf Süd,2019,2,13,5,3,3,6,0,1,0,0,0,0,1,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,586,269967.0
3669,3669,192972,10,Biesdorf Süd,2019,3,13,2,3,6,4,0,0,1,1,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,586,269967.0
3670,3670,192973,8,Reuterkiez,2019,2,16,5,3,5,3,0,0,1,0,1,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,934,329917.0
3671,3671,192974,4,Reichsstraße,2019,2,10,5,3,5,3,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1727,343592.0
3672,3672,192975,8,Tempelhofer Weg,2019,3,15,2,3,5,3,0,0,1,0,0,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,934,329917.0
3673,3673,192976,5,Motardstraße,2019,2,12,5,3,5,2,0,0,1,0,1,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
3674,3674,192977,8,Vogelviertel Süd,2019,2,8,5,3,5,2,0,0,1,0,1,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,934,329917.0
3675,3675,192978,12,Ziekowstraße/Freie Scholle,2019,3,15,2,3,2,6,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,867,266408.0
3676,3676,192979,7,Neu-Tempelhof,2019,2,8,5,3,5,7,0,0,1,0,1,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1241,350984.0
3677,3677,192980,12,Scharnweberstraße,2019,2,15,5,3,5,3,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,867,266408.0
3678,3678,192981,8,Vogelviertel Süd,2019,2,15,5,2,5,2,0,0,1,0,0,0,0,0.0,Neukölln,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,934,329917.0
3679,3679,192982,11,Fennpfuhl West,2019,3,16,2,3,2,6,0,0,1,0,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,679,294201.0
3680,3680,192983,1,Thomasiusstraße,2019,2,16,5,2,6,4,0,0,1,1,0,0,0,0.0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,2215,385748.0
3681,3681,192984,11,Fennpfuhl Ost,2019,3,19,2,3,6,4,2,0,1,1,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,679,294201.0
3682,3682,192985,1,Barnimkiez,2019,2,16,5,2,3,6,1,1,0,0,0,0,0,0.0,Mitte,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Dry,2215,385748.0
3683,3683,192986,4,Alt-Lietzow,2019,2,16,5,3,5,2,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1727,343592.0
3684,3684,192987,8,Gropiusstadt Nord,2019,3,21,2,2,6,4,2,0,1,1,0,0,0,1.0,Neukölln,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,934,329917.0
3685,3685,192988,1,Unter den Linden Süd,2019,2,17,5,3,6,7,1,0,1,1,0,0,0,0.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Twilight,Dry,2215,385748.0
3686,3686,192989,12,Alt-Tegel,2019,2,11,5,3,6,7,0,0,1,1,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry,867,266408.0
3687,3687,192990,11,Herzbergstraße,2019,2,11,5,2,5,2,0,0,1,0,1,0,0,0.0,Lichtenberg,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,679,294201.0
3688,3688,192991,2,Chamissokiez,2019,3,22,2,3,2,6,2,1,0,0,0,1,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1381,290386.0
3689,3689,192992,3,Pankow Zentrum,2019,2,11,5,2,6,4,0,0,1,1,0,0,0,0.0,Pankow,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1219,409335.0
3690,3690,192993,5,Gütersloher Weg,2019,3,5,5,2,6,4,2,0,1,1,0,0,0,1.0,Spandau,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,798,245197.0
3691,3691,192994,8,Schillerpromenade,2019,3,8,2,3,3,6,0,0,0,0,0,0,1,1.0,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,934,329917.0
3692,3692,192995,2,Graefekiez,2019,3,19,5,3,5,2,2,0,1,0,1,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery,1381,290386.0
3693,3693,192996,10,Springpfuhl,2019,3,12,2,3,0,1,0,0,0,0,1,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Others,Driving accident,Daylight,Wet/moist/slippery,586,269967.0
3694,3694,192997,1,Oranienburger Straße,2019,3,10,1,3,5,2,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
3695,3695,192998,2,Boxhagener Platz,2019,3,15,5,3,5,3,0,1,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1381,290386.0
3696,3696,192999,7,Dennewitzplatz,2019,3,20,1,2,0,1,2,0,0,0,1,0,0,0.0,Tempelhof-Schöneberg,Accident with serious injuries,Others,Driving accident,Dark,Dry,1241,350984.0
3697,3697,193000,9,Siedlung Kämmereiheide,2019,3,14,1,2,3,6,0,1,0,0,0,0,0,0.0,Treptow-Köpenick,Accident with serious injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,892,273689.0
3698,3698,193001,1,Emdener Straße,2019,3,22,5,3,6,2,2,0,1,1,0,0,0,1.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,2215,385748.0
3699,3699,193002,9,Rahnsdorf/Hessenwinkel,2019,3,14,1,3,5,3,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
3700,3700,193003,5,Kurstraße,2019,3,16,5,3,1,5,0,1,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Wet/moist/slippery,798,245197.0
3701,3701,193004,11,Weiße Taube,2019,3,13,1,3,3,6,0,1,1,0,0,0,0,0.0,Lichtenberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,679,294201.0
3702,3702,193005,8,Handwerker-Siedlung,2019,3,16,5,2,5,3,0,0,1,0,0,0,0,1.0,Neukölln,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,934,329917.0
3703,3703,193006,7,Friedenau,2019,3,12,1,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
3704,3704,193007,1,Charitéviertel,2019,3,11,1,3,6,4,0,0,1,1,0,0,0,0.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,2215,385748.0
3705,3705,193008,1,Kollwitzplatz,2019,3,11,1,3,2,7,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Daylight,Dry,2215,385748.0
3706,3706,193009,7,Neu-Tempelhof,2019,3,10,1,3,5,3,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
3707,3707,193010,6,Dahlem,2019,3,10,1,3,5,3,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,851,310071.0
3708,3708,193011,8,Zittauer Straße,2019,3,14,6,3,5,3,0,0,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,934,329917.0
3709,3709,193012,4,Breitscheidplatz,2019,3,0,1,3,5,2,2,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,1727,343592.0
3710,3710,193013,12,Teichstraße,2019,3,13,1,1,6,4,0,0,0,1,1,0,0,0.0,Reinickendorf,Accident with fatalities,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,867,266408.0
3711,3711,193014,4,Alt-Lietzow,2019,3,8,5,3,5,2,0,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,1727,343592.0
3712,3712,193015,10,Kaulsdorf Nord I,2019,3,9,7,3,6,2,0,0,1,1,0,0,0,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,586,269967.0
3713,3713,193016,5,Hakenfelde Nord,2019,3,16,5,3,2,6,0,0,1,0,0,0,1,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,798,245197.0
3714,3714,193017,1,Rehberge,2019,3,13,7,3,2,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
3715,3715,193018,10,Alte Hellersdorfer Straße,2019,3,16,5,3,6,4,0,0,1,1,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,586,269967.0
3716,3716,193019,2,Stralauer Kiez,2019,3,5,7,3,4,1,2,0,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with oncoming vehicle,Driving accident,Dark,Wet/moist/slippery,1381,290386.0
3717,3717,193020,6,Lichterfelde West,2019,3,9,7,3,2,6,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
3718,3718,193021,1,Lübecker Straße,2019,3,0,5,3,5,3,2,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,2215,385748.0
3719,3719,193022,5,Zitadellenweg,2019,3,14,7,3,2,6,0,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,798,245197.0
3720,3720,193023,8,Parchimer Allee,2019,3,16,5,3,3,6,0,0,1,0,0,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,934,329917.0
3721,3721,193024,5,Börnicker Straße,2019,3,14,7,3,6,7,0,0,1,1,0,0,0,0.0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry,798,245197.0
3722,3722,193025,7,Nollendorfplatz,2019,3,16,5,3,6,4,0,0,1,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1241,350984.0
3723,3723,193026,5,An der Kappe,2019,3,12,7,3,5,2,0,0,1,0,1,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
3724,3724,193027,8,Vogelviertel Süd,2019,3,10,7,3,5,3,0,0,1,0,1,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,934,329917.0
3725,3725,193028,5,Carl-Schurz-Straße,2019,3,17,5,3,5,2,0,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,798,245197.0
3726,3726,193029,5,Weinmeisterhornweg,2019,3,11,7,3,5,2,0,0,1,0,0,0,1,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
3727,3727,193030,5,Borkumer Straße,2019,3,12,7,3,0,6,0,0,0,0,1,0,1,0.0,Spandau,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,798,245197.0
3728,3728,193031,7,Manteuffelstraße,2019,3,22,6,3,5,3,2,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,1241,350984.0
3729,3729,193032,11,Große-Leege-Straße,2019,3,15,5,3,0,1,0,1,0,0,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Others,Driving accident,Daylight,Wet/moist/slippery,679,294201.0
3730,3730,193033,2,Moritzplatz,2019,3,14,7,3,1,5,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1381,290386.0
3731,3731,193034,6,Komponistenviertel Lankwitz,2019,3,14,7,2,0,6,0,0,0,0,0,0,1,0.0,Steglitz-Zehlendorf,Accident with serious injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
3732,3732,193035,4,Preußenpark,2019,3,12,5,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3733,3733,193036,1,Arkonaplatz,2019,3,14,7,3,1,5,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,2215,385748.0
3734,3734,193037,2,Graefekiez,2019,3,18,5,3,0,5,1,0,1,0,1,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Others,Accident involving parked vehicles,Twilight,Wet/moist/slippery,1381,290386.0
3735,3735,193038,5,Alt-Gatow,2019,3,14,7,3,5,3,0,1,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,798,245197.0
3736,3736,193039,5,Hakenfelde Nord,2019,3,12,5,2,9,1,0,0,1,0,0,0,0,1.0,Spandau,Accident with serious injuries,Departure from the roadway to the left,Driving accident,Daylight,Wet/moist/slippery,798,245197.0
3737,3737,193040,8,Tempelhofer Weg,2019,3,15,7,3,1,5,0,1,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,934,329917.0
3738,3738,193041,4,Halensee,2019,3,15,7,3,6,7,0,0,1,1,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry,1727,343592.0
3739,3739,193042,1,Lützowstraße,2019,3,18,5,3,5,3,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,2215,385748.0
3740,3740,193043,1,Charitéviertel,2019,3,13,5,3,8,1,0,0,0,0,1,0,0,0.0,Mitte,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Daylight,Dry,2215,385748.0
3741,3741,193044,4,George-Grosz-Platz,2019,3,15,7,3,1,5,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1727,343592.0
3742,3742,193045,1,Lüneburger Straße,2019,3,6,7,3,5,3,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,2215,385748.0
3743,3743,193046,6,Feuerbachstraße,2019,3,17,5,3,0,6,0,0,1,0,1,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,851,310071.0
3744,3744,193047,4,Kaiserin-Augusta-Allee,2019,3,9,7,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
3745,3745,193048,4,Babelsberger Straße,2019,3,15,7,3,1,5,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1727,343592.0
3746,3746,193049,9,Oberschöneweide Ost,2019,3,17,6,3,5,3,0,0,1,0,1,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
3747,3747,193050,4,Karl-August-Platz,2019,3,9,4,3,5,7,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1727,343592.0
3748,3748,193051,11,Rüdigerstraße,2019,3,10,7,3,5,3,0,0,1,0,0,0,0,0.0,Lichtenberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,679,294201.0
3749,3749,193052,1,Alexanderplatzviertel,2019,3,19,5,3,1,5,2,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry,2215,385748.0
3750,3750,193053,12,Heiligensee,2019,3,19,7,3,0,3,2,0,1,0,1,0,0,0.0,Reinickendorf,Accident with minor injuries,Others,Turning/Crossing accident,Dark,Dry,867,266408.0
3751,3751,193054,10,Mahlsdorf Nord,2019,3,10,4,3,5,3,0,1,1,0,0,0,0,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,586,269967.0
3752,3752,193055,3,Herthaplatz,2019,3,10,7,3,5,2,0,0,1,0,1,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1219,409335.0
3753,3753,193056,1,Unter den Linden Süd,2019,3,7,4,3,5,2,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
3754,3754,193057,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,3,2,7,3,2,4,2,0,1,1,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Pedestrian crossing accident,Dark,Dry,1381,290386.0
3755,3755,193058,2,Lausitzer Platz,2019,3,9,7,2,8,1,0,0,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Departure from the roadway to the right,Driving accident,Daylight,Dry,1381,290386.0
3756,3756,193059,2,Lausitzer Platz,2019,3,6,4,3,2,2,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,1381,290386.0
3757,3757,193060,2,Oranienplatz,2019,3,2,7,2,0,1,2,1,0,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Others,Driving accident,Dark,Dry,1381,290386.0
